text,sentiment,brand
makanan sama minum enak banget layan juga ramah ramah dan sudah gaada orang yang aneh yang orang bilang,positive,Kopi Nako
waitersnya ngeliatin mulu tiap lewat meja risih jadi males,negative,Kopi Nako
manstap tempat nyaman produk enak harga pas keren lah,positive,Kopi Nako
tempat nongki langgan,positive,Kopi Nako
lokasi bagus nyaman karena banyak pohon parkir cukup luas untuk roda 2 tapi roda 4 tidak ada harga banding dengan rasa staf ramah tidak perlu lama nunggu minuman siap klo makanan agak sedikit perlu waktu suasana adem nyaman klo dari sore ke malam tapi pas tidak hujan yaa,positive,Kopi Nako
sarang bot,negative,Kopi Nako
cozy place,positive,Kopi Nako
banyak pelangi gatau mungkin kebeneran saja gatau gimana,negative,Kopi Nako
tempat yg cozy untuk nongkrong cocok untuk anak muda,negative,Kopi Nako
cuankinya yumyum,positive,Kopi Nako
tempat nya nyaman makanan nyaman kopi baik,positive,Kopi Nako
tempat selalu rame dari pukul 14 00 sampai closing lebih asik ruang buka nya beri canopy agar tidak terlalu panas atau bisa lindung dari hujan,negative,Kopi Nako
buka pukul 8 pagi cocok untuk yang mau ngopi belum kerja menu makanan cukup agam tempat luas,positive,Kopi Nako
comfort place,negative,Kopi Nako
tempat oke tengah kota mau ngopi oke mau makan juga menu variatif,positive,Kopi Nako
agak over price kalo untuk daerah situ cuma makanan dan minum enak minus kalo hujan bubar,negative,Kopi Nako
adem banget,positive,Kopi Nako
lama saru order juga,negative,Kopi Nako
kemarin ke kopi nako bandung yang ke 2xnya dapet layan yang kurang enak dari barista nya jutek banget terus minuman buat juga beda banget rasa barista perempuan yang badan agak besar,negative,Kopi Nako
tempat yg pas untuk ngopi dan ngemil dengan suasana yg cukup nyaman di ruang buka hanya lokasi agak sedikit mojok,positive,Kopi Nako
nyaman muas,positive,Kopi Nako
belum kesini pasti dulu tuju kalian untuk nongkrong di tempat yang enak dan bukan untuk cari kopi yang beda dan spesial karena tidak ada yang spesial di minuman minuman di sini tempat memang luas dan cukup nyaman untuk ngobrol sama teman teman atau dar mau cari kenal baru yang kece kece cuma dari beberapa varian menu minuman yang coba seperti varian cold brew dan kopi susu tidak ada yang beda dari gerai kopi yang lain dan cenderung bosan rasa jadi sekali lagi pasti dulu tuju kalian belum kunjung ke sini,positive,Kopi Nako
tempat asik banget buat nongkrong banyak spot nya outdoor jadi kalau hujan bakal repot walau ada spot indoor nya tadi gak banyak yang outdoor nya layan nya ramah tempat parkir hya juga luas makanan enak turut saya dan kopi juga seger lokasi benar nilai plus nya karena tengah kota dan dekat ke area kampus dan kantor,positive,Kopi Nako
tempat selalu rame dari pukul 14 00 sampai closing lebih asik ruang buka nya beri canopy agar tidak terlalu panas atau bisa lindung dari hujan,negative,Kopi Nako
makan udah enak minum udah seger eh tugas parkir tidak bantuin saya yang sulit keluar malah duduk2 saja ngerokok depan gerbang masuk ada 3 orang padahal sambil minta 3000,negative,Kopi Nako
kopi enak makanan lumayan suasana enak dan strategis,positive,Kopi Nako
cozy place enak buat nongkrong dengan suasana yang tenang dan nyaman,positive,Kopi Nako
tempat sangat jempol,positive,Kopi Nako
comfortable place and have big space,positive,Kopi Nako
kopi nya parah enak,positive,Kopi Nako
coozy enak enak enak,positive,Kopi Nako
standard coffee with good atmosphere outdoor,positive,Kopi Nako
enak rimbun awan bagus kalau sore ada live music juga kalo malem,positive,Kopi Nako
di mushola saja sepatu bisa ilang lain kali di adakan saja tempat titip sepatu kalau gaada tanggung jawab sama sekali padahal hilang dalam kawasan tempat kopi hati hati saja banyak maling di kawasan tempat kopi,negative,Kopi Nako
nyaman untuk santa sambil ngopi,positive,Kopi Nako
nyaman porsi mantap ena ena,positive,Kopi Nako
seruu banget tempat nya enak es kopi nako pisang nako nya enak pol layan keren banget ka rishel,positive,Kopi Nako
tempat nyaman makanan enak tenan,positive,Kopi Nako
kakak ramah menu minum dan makan banyak dan suka ada promo jugaa,positive,Kopi Nako
kopinyaa enak menu baru mantap bangett berry matcha makanan nya pun tidak kalah enak untuk layan ramah bangett apalagi kak rishel nyaa,positive,Kopi Nako
tempat selalu rame dari pukul 14 00 sampai closing lebih asik ruang buka nya beri canopy agar tidak terlalu panas atau bisa lindung dari hujan,negative,Kopi Nako
tmpat baru cukup crowded makan cemilan kopi dan non kopi harga under 50k pajak n service sudah include parkir bisa masuk bisa luar,negative,Kopi Nako
kwetiau goreng nya enak woi smokey nya dapet teksturny juga enak gak basak ada sliced beef nya juga 30k worth it si kopiny juga enak sangat recommended,positive,Kopi Nako
layan sangat puas apalagi karyawannya atas nama a rio huuhu,positive,Kopi Nako
biasa sen lewat aplikasi online rasa lumayan eh pas nyobain nongkrong nyata tempat tidak bagus pandang depan rasa minuman hambar rasa makanan hambar layan tidak jelas konsumen mesti bulak balik ambil pesan hati klo bawa anak kecil takut cebur ke kolam parkir mahal mana mang parkir cuman duduk doang atas motor kalo sen online kasi tips buat mamang karna biaya parkir mahal hati barang bawa banyak yg komen barang hilang mending nongkrong di kopi belah dah,negative,Kopi Nako
adem banget tempat,positive,Kopi Nako
coffee was good their food was good although not great i ordered tahu walik okay tempe mendoan wasn t authentic mendoan but okay pisang gula aren keju great rice menu was okay but kind of overpriced for the taste service was great atmosphere was good,negative,Kopi Nako
layan dri ka rishel baik banget ramah tempat nyaman makan juga enak enak tidak pernah gagal sen apa itu,positive,Kopi Nako
di mushola saja sepatu bisa ilang lain kali di adakan saja tempat titip sepatu kalau gaada tanggung jawab sama sekali padahal hilang dalam kawasan tempat kopi hati hati saja banyak maling di kawasan tempat kopi,negative,Kopi Nako
kopi enak camil juga enak2 harga ok tempat adem udara buka service baik sekali mantap,positive,Kopi Nako
enakeun tempatnyaa tapi kalo ujan banyak area yg keujanan,negative,Kopi Nako
yang suka strong kopi mampir kesini yang tidak suka kopi jangan sedih masih banyak minuman segar lain nya suasana enak banyak tempat duduk seperti halaman buka pagi siang atau malam rasa tetap enak,positive,Kopi Nako
tempat nyaman buat nongkrong adem kopi enak rekomend banget di bandung,positive,Kopi Nako
tidak ragu lagi nama juga brand kopi nama tempat enak cozy banyak area outdoornya ada juga yg semi outdoor kopi enak fyi kalo kesini pagi aj cz kl malam beh rame pis oey,positive,Kopi Nako
lebih baik makanan di pesan yg perlu waktu buat yaa di antar oleh layan karena klo kita bagi duduk di depan pr sekali bgambil pesan trimakasih sukses selalu,negative,Kopi Nako
layan lama,negative,Kopi Nako
makan lama datengnya hampir jam,negative,Kopi Nako
cemilan dan snacknya ok,positive,Kopi Nako
makan udah enak minum udah seger eh tugas parkir tidak bantuin saya yang sulit keluar malah duduk2 saja ngerokok depan gerbang masuk ada 3 orang padahal sambil minta 3000,negative,Kopi Nako
tata telak tempat duduk kurang nyaman,negative,Kopi Nako
enak buat nongkrong buat ngobrol sma tmn layan nya juga oke,positive,Kopi Nako
nyaman banget,positive,Kopi Nako
good food surprisingly tasty plenty of interesting beverage choices especially coffee nice area if it s not raining cleaning of the ashtray should be enhanced one thing i dissapointed the most is the use of plastic container on all of the menu please be aware of this,negative,Kopi Nako
enak tempat nya,positive,Kopi Nako
ngopi gaul kaya diem di outdoor yg keren poko klo aku minum kopi setrong setrong banget deh,negative,Kopi Nako
harus tambah stand umbrella biar tidak pegal megang payung pas hujan,negative,Kopi Nako
mahal tapi sesuai,negative,Kopi Nako
kopi nya enak apalagi nako duren favorite banget tempat nyaman apalagi petfriendly layan udah paling the best udah kaya besti apalagi sama teh rishel,positive,Kopi Nako
tiap dapet order grabfood pasti selalu lama lebih dari tengah jam bikin males,negative,Kopi Nako
comfort place,negative,Kopi Nako
tempat cozy kopi enak the best pokok,positive,Kopi Nako
mantap ygy dari service dan rasa food coffenya nice,positive,Kopi Nako
ojol hambat cari nafkah gara nunggu order sini baik waktu tunggu untuk ojol yg ambil order,negative,Kopi Nako
tolong dong buat online order perhati ojol driver nunggu tuh makan waktu sedang sini online lama banget layan nya kita driver harus cari order yg lain tidak ngurusin order kopi nako doang,negative,Kopi Nako
tempat enak teduh dan adem buat yg nyari colok dan wifi aman banget untuk kopi dan makan enak dan jangkau,positive,Kopi Nako
pw banget tempatnyaa,positive,Kopi Nako
tempat ngopinya recomend nih es kopi nakonya enak,positive,Kopi Nako
lumayan buat nongkrong meski ada jalur padat kendara,negative,Kopi Nako
nice ambience,positive,Kopi Nako
biasa saja nyata rasa kopi standar agak mahal,negative,Kopi Nako
kopi enak2,positive,Kopi Nako
tempat yg cozy untuk nongkrong cocok untuk anak muda,negative,Kopi Nako
biasa sen lewat aplikasi online rasa lumayan eh pas nyobain nongkrong nyata tempat tidak bagus pandang depan rasa minuman hambar rasa makanan hambar layan tidak jelas konsumen mesti bulak balik ambil pesan hati klo bawa anak kecil takut cebur ke kolam parkir mahal mana mang parkir cuman duduk doang atas motor kalo sen online kasi tips buat mamang karna biaya parkir mahal hati barang bawa banyak yg komen barang hilang mending nongkrong di kopi belah dah,negative,Kopi Nako
harus tambah stand umbrella biar tidak pegal megang payung pas hujan,negative,Kopi Nako
service nya baik ramah erti,positive,Kopi Nako
tempat enak layan ramah,positive,Kopi Nako
tolong dong buat online order perhati ojol driver nunggu tuh makan waktu sedang sini online lama banget layan nya kita driver harus cari order yg lain tidak ngurusin order kopi nako doang,negative,Kopi Nako
servicenya ok makanan minuman standar hanya saja suasana yang kurang agak panas dan sumpek kalau penuh,negative,Kopi Nako
suasana ademm nyaman banget makan enak jugaa layan sangatt baaiik baikk bangett worth itt utama kakaa rishel luvv,positive,Kopi Nako
enakeun tempatnyaa tapi kalo ujan banyak area yg keujanan,negative,Kopi Nako
kalo buat tempat sih ok cuman waktu malem aku datng kesini sen nasi goreng merem melek daging nasi nya belum mateng jdi d mkan nya tidak enak,negative,Kopi Nako
tempat nongki anak nuju meumeujeuhna saur urang sunda mah sampe susah cari tempat duduk,negative,Kopi Nako
kopi nako di jalan pahlawan tempat teduh dan photoable bagi yang suka foto foto makanan fav gue kesini donat siram duh enak bangett cuma kalo di sini mesan masih harus ke kasir belum bisa scan barcode beda sama yg di kbp scan barcode yg meja hanya bisa lihat menu saja guys cuma oke banyak spot tempat duduk buat nongs nongs cantikk,positive,Kopi Nako
visitor mostly are teenagers few choice for meal drink,positive,Kopi Nako
tahu lada garam nya suka layan nya okee kak rishel gercep layan nya baik pko nya the best,positive,Kopi Nako
enakeun pokok namah,positive,Kopi Nako
ribut sama tukang parkir yg lagi mabok 2org adik dan kaka tdk ada sopan nya sama sekali dikarnakan parkir mobil susah dan di suruh pindah pulang nya di minta 10 rb saya tidak bakal kesini lagi,negative,Kopi Nako
layan bagus makan enak kaya ice coklat nya enak suasana sejuk mas rio,positive,Kopi Nako
harus tambah stand umbrella biar tidak pegal megang payung pas hujan,negative,Kopi Nako
di tengah kota wifi aman cocok buat nongrong dan ngerjain lapor,positive,Kopi Nako
untuk makan enak racik kopi pas dan untuk layan a n rio layan bagus keren,positive,Kopi Nako
sarang bot,negative,Kopi Nako
tiap dapet order grabfood pasti selalu lama lebih dari tengah jam bikin males,negative,Kopi Nako
tempat ter pewe buat ngopi sambil ngerjain kerja deket rumah dengan ambience dan layan nya,positive,Kopi Nako
biasa sen lewat aplikasi online rasa lumayan eh pas nyobain nongkrong nyata tempat tidak bagus pandang depan rasa minuman hambar rasa makanan hambar layan tidak jelas konsumen mesti bulak balik ambil pesan hati klo bawa anak kecil takut cebur ke kolam parkir mahal mana mang parkir cuman duduk doang atas motor kalo sen online kasi tips buat mamang karna biaya parkir mahal hati barang bawa banyak yg komen barang hilang mending nongkrong di kopi belah dah,negative,Kopi Nako
worth it buat kumpul,positive,Kopi Nako
dear nako tidak usah ada dj dj an berisik tempat bagus djnya bikin tidak nyaman musik keras tidak bikin tempat ini makin bagus,negative,Kopi Nako
tempat enak buat nongkrong barista baik kaya dinda,positive,Kopi Nako
repeat order terus eskrimnya enak poll tempat ac nya juga nyaman buat nugas recommended buat wfh nugas nongki adem bet juga sini suasana fresh banyak pohon jadi tidak gersang wc nya bersih ada musholanya juga jadi kalo hari sini tidak khawatir harus jauh ke mesjid,positive,Kopi Nako
tempat nya bikin pw tapi kalo ujan beda cerita,negative,Kopi Nako
enak sekali tempat,positive,Kopi Nako
good vibes good coffee,positive,Kopi Nako
sejuk atas nama rio sangat baik dan kasir baik makan sudah enak,positive,Kopi Nako
lagi ngopi tbtb dateng hewan mirip kalajengking di teras yang banyak kerikil takut banget,negative,Kopi Nako
makan enak layan ramah tempat nyaman bangett kasirnyaa baik sekali teh rishell,positive,Kopi Nako
untuk minum saya suka dan manis pas dan layan juga baik di layan oleh ka rishel,negative,Kopi Nako
tempat bagus,positive,Kopi Nako
di mushola saja sepatu bisa ilang wkwk gangasih kompensasi sedikit pun manager bukan nya nyelesein malah ngajak preman guna nya manager apa ya tidak banget,negative,Kopi Nako
mungkin bisa baik lagi untuk sistem aman parkir barangkali bisa punya security sendiri jadi gaada jukir liar yg ngotot mintain duit beli kopi doang tidak sampe nongkrong yg berjam2 tagih 3rb tapi ini bukan masalah nominal yaa moga jadi masuk,negative,Kopi Nako
enak banget tempat asik buat nongkrong habis pulang kerja,positive,Kopi Nako
kopi nya strong,positive,Kopi Nako
kopi sobat best sih suasana cocok biat anak senja,positive,Kopi Nako
layan cepat tempat nongkrong asik,positive,Kopi Nako
enak makan tempat juga tapi mbak mbak jutek kurang ramah,negative,Kopi Nako
mantap pokok vibes nya enakeun makanannua enakeun,positive,Kopi Nako
tadi suka nongkrong sini semenjak tukang parkir ngelunjak males lagi dah,negative,Kopi Nako
tempat nyaman bersih dan cozy piccolo nya enak minggu pagi banyak goweser yg melipir kesini,positive,Kopi Nako
nyaman tempat,positive,Kopi Nako
saya kasi bintang 2 untuk rasa kopi tapi tempat bintang 5,negative,Kopi Nako
baru opening nih di jalan pahlawan parkir luas untuk mobil dan motor ada aesthethic banget tempat cocok buat kalian yang mau kedang nongkrong atau nugas atau rapat ada private roomnya juga ada kawasan tanpa asap rokok untuk kopi enak makan jangkau wifi nya bagus dan instagramable banget,positive,Kopi Nako
layan ramah cepat,positive,Kopi Nako
nicee mantaps pis kopi nya,positive,Kopi Nako
lokasi bagus rasa makanan boleh tapi hrga kopi dan makan ckup mahal,negative,Kopi Nako
tempat nyaman harga wort it apalagi suasana malam rame banget pokok tempat nongkrong anak muda,positive,Kopi Nako
briefing terlalu lama tanpa beri tahu kata sebentar lagi tapi malah jadi masih lama kita buat tunggu terlalu lama tanpa jelas bad service karena tidak beri pasti pasti jika ada briefing seperti itu beri jelas jangan diam begitu saja kasi yang sudah tunggu,negative,Kopi Nako
tmpat baru cukup crowded makan cemilan kopi dan non kopi harga under 50k pajak n service sudah include parkir bisa masuk bisa luar,negative,Kopi Nako
tempat nya enak banget buat ngopi,positive,Kopi Nako
salah satu tempat nongs yang paling recommended di bandung apalagj layan dari kak rishel yang positive vibes banget bikin jadi betah buat nongki sini poko jangan ragu deh kalau mau kesini jamin pw dehh,positive,Kopi Nako
bagus tempat enak buat ngerjain tugas sama buat nongki nongki saja tempat juga nyaman,positive,Kopi Nako
makananya enak smuanya worth it pelayananya baik banget ramah,positive,Kopi Nako
majority of the seats are outdoors so if you come during rainy days be sure to pick an indoor seat food and coffee was mediocre and a bit overpriced to be honest but still in range of standard price in bandung it has nice bathrooms and decent prayer rooms though,negative,Kopi Nako
nasi goreng dengan rasa tidak jelas,negative,Kopi Nako
saya kasi bintang 2 untuk rasa kopi tapi tempat bintang 5,negative,Kopi Nako
sarang bot,negative,Kopi Nako
layan dan makanan sangat wort it tengkyu kopi nako,negative,Kopi Nako
lama bangke,negative,Kopi Nako
layan tidak ramah,negative,Kopi Nako
tempat enak harga makanan dan minuman lumayan jangkau,positive,Kopi Nako
the coffee was nice but not as good for the sides maincourse the ambience outside great the toilet can be great stinky the service okay bit shocked there is rainbow community here one of bravely asked for my number terrible,negative,Kopi Nako
tempat sangat enak dan sejuk selain untuk makan jadi tempat kerja tugas oke sih,positive,Kopi Nako
makan enak,positive,Kopi Nako
tempat adem karena banyak pohon pokok best kali buat nongkrong,positive,Kopi Nako
mungkin bisa baik lagi untuk sistem aman parkir barangkali bisa punya security sendiri jadi gaada jukir liar yg ngotot mintain duit beli kopi doang tidak sampe nongkrong yg berjam2 tagih 3rb tapi ini bukan masalah nominal yaa moga jadi masuk,negative,Kopi Nako
layan baik zidan ramah tempat nyaman sejuk menu makanan enak2,positive,Kopi Nako
tanggung jawab hilang barang nya tidak baik,negative,Kopi Nako
tempat ok bisa pilih indoor outdoor colok aman,positive,Kopi Nako
tempat nongkrong yg nyaman lokasi strategis di tengah kota bdg,positive,Kopi Nako
adem tapi kalo ujan bubar,negative,Kopi Nako
kopi mwanntepp poll tempat ademm layan okehh apalagi pelayanaan dari kakaa rishel,positive,Kopi Nako
sarang gay bisex lesbian,positive,Kopi Nako
lumayan tempat nya estetik tapi hubung dtgnya pas hujan jadi sayang banget tidak kedapetan tempat dan hrs duduk pinggir,negative,Kopi Nako
lokasi strategis makanan kurang variasi terlalu rame jadi lihat sempit banyak area outdoor jadi agak gak nyaman waktu hujan,negative,Kopi Nako
mantap layan nya,positive,Kopi Nako
tempat nyaman kopi enak,positive,Kopi Nako
lumaya antri pas minggu sore sen pisang keju apa nama yg pertama sen banyak porsi dan toping nya krn puas sen lagi dong yg dua elah iprit mungkin sudah abis kali pisang kopi nya standart lah tidak ada rasa khas nya gitu yg bikin pen balik lagi satu lagi tolong karpet mushola nya lembab banget jd agak risih pas sujud bau kurang enak alias bau kaki tolong di perhati juga ya,negative,Kopi Nako
layan tidak ramah,negative,Kopi Nako
kopi sih juara klo makanan nya so so tempat lumayan enak parkir untuk motor banyak tapi mobil hanya masuk 2 saja tapi bisa parkir di jalan,positive,Kopi Nako
coffee was good their food was good although not great i ordered tahu walik okay tempe mendoan wasn t authentic mendoan but okay pisang gula aren keju great rice menu was okay but kind of overpriced for the taste service was great atmosphere was good,negative,Kopi Nako
tempat asik dan asri sejuk juga kopi nya enak khas nako layan nya bagus dari staff dan mas rio gesit dan ramah pokok recommended banget,positive,Kopi Nako
nasi goreng dengan rasa tidak jelas,negative,Kopi Nako
alternatif ngopi n tempat nongkrong tak jauh dari pusat kota bandung,positive,Kopi Nako
tiap dapet order grabfood pasti selalu lama lebih dari tengah jam bikin males,negative,Kopi Nako
males banyak bencong sarang botytatapi suasana lighting nya enak,negative,Kopi Nako
tempat banyak bisa outdoor atau indoor harga makanan hampir sama sama coffee shop lain,positive,Kopi Nako
tempat yang nyaman buat ngopi2 walaupun kursi sangat tidak nyaman,negative,Kopi Nako
tempat kece banget makanan enak tapi layan nya ampun deh jadi cerita kan kita gatau habis pesan lsg ambil minum terus layan nya ngoceh manya kudu neangan nungarana nabila dengar banget karena ngomong belakang kita terus pas kita udah selesai mau pulang mata ngeledek note layan cewe dua sekitar jam 9 malam klo mau kaya gtu kerja di karens dinner saja dong,negative,Kopi Nako
the coffee was nice but not as good for the sides maincourse the ambience outside great the toilet can be great stinky the service okay bit shocked there is rainbow community here one of bravely asked for my number terrible,negative,Kopi Nako
di mushola saja sepatu bisa ilang wkwk gangasih kompensasi sedikit pun manager bukan nya nyelesein malah ngajak preman guna nya manager apa ya tidak banget,negative,Kopi Nako
cozy and comfort,positive,Kopi Nako
tempat kece banget makanan enak tapi layan nya ampun deh jadi cerita kan kita gatau habis pesan lsg ambil minum terus layan nya ngoceh manya kudu neangan nungarana nabila dengar banget karena ngomong belakang kita terus pas kita udah selesai mau pulang mata ngeledek note layan cewe dua sekitar jam 9 malam klo mau kaya gtu kerja di karens dinner saja dong,negative,Kopi Nako
cozy,negative,Kopi Nako
tempat nyaman makan juga enak sejuk buat yg suka nongkrong ini recommend yaa layan juga ramah dari mbak rishel,positive,Kopi Nako
tempat luas nasi merem melek enak kopi sayang enak mungkin lebih seru kalau ada non smoking room juga hehe,positive,Kopi Nako
the coffee was nice but not as good for the sides maincourse the ambience outside great the toilet can be great stinky the service okay bit shocked there is rainbow community here one of bravely asked for my number terrible,negative,Kopi Nako
cozy parah,positive,Kopi Nako
layan nya bagus utama ka rishel kaka nya ramah semua selalu kesini kalo nongkrong sama temen suasana cafe nya juga bikin nyaman,positive,Kopi Nako
cashier nya cantik apalagi yg cowoo,positive,Kopi Nako
tempat yang nyaman buat ngopi2 walaupun kursi sangat tidak nyaman,negative,Kopi Nako
makan enak,positive,Kopi Nako
layan nya baik apalagi teh rishel tempat cocok untuk wfc vibes nya santai sekali best poko,positive,Kopi Nako
suasana adem dingin makanan enak dan pedas minuman segar dan lezat untuk saran perlu lebih banyak colok untuk laptop dan hp agar lebih dekat ke konsumen overall 95 recommended,positive,Kopi Nako
tempat nyaman sayang parkir kurang luas mobil parkir di badan jalan,negative,Kopi Nako
agak over price kalo untuk daerah situ cuma makanan dan minum enak minus kalo hujan bubar,negative,Kopi Nako
lagi ngopi tbtb dateng hewan mirip kalajengking di teras yang banyak kerikil takut banget,negative,Kopi Nako
tempat ngopi yang nyaman dan estetik untuk harga makanan dan minum cukup di kantong matcha lattenya cukup enak yang sayang nasi merem melek porsi tidak terlalu banyak kendati harga yang sedikit mahal tempat pun uas karena ada lantai dua dan dua gedung dan ada latar risi kursi kursi dan meja meja untuk tempat hingga ke depan tata desain estetitik pandang pun ciamik cocok untuk foto2 alias instagrammable sedia musholla namun untuk wifi saya belum cek apakah ada atau tidak namun seperti sedia overall cukup bagus dan cukup bikin betah untuk nongki nomgki cantik,negative,Kopi Nako
good food surprisingly tasty plenty of interesting beverage choices especially coffee nice area if it s not raining cleaning of the ashtray should be enhanced one thing i dissapointed the most is the use of plastic container on all of the menu please be aware of this,negative,Kopi Nako
enak banget kopi sama cemilan nya apalagi tahu cabe garam barista nya juga pada baik baik banget,positive,Kopi Nako
thank you for the best food and service,positive,Kopi Nako
tempat nyaman luas juga strategies coffee nya tidak kalah mantap poko,positive,Kopi Nako
tempe mendoan enak banget menu favorit sini,positive,Kopi Nako
udahh tempat paling okee kalo mau nongki beberapa kali gatau mau mana ujung tetep kesini hehe makanan ama kopinyaa enak semuaa worth it deeh pokonyaa,positive,Kopi Nako
tempat aistetik puas untuk nongkrong sampai malam,positive,Kopi Nako
sen makan rawon ada tanda jempol nyata jauh dari kata lmyn nasi nya kaya buat nasi goreng jd aga keras minuman nya enak tempat nya enak,negative,Kopi Nako
tempat ngopi yang nyaman dan estetik untuk harga makanan dan minum cukup di kantong matcha lattenya cukup enak yang sayang nasi merem melek porsi tidak terlalu banyak kendati harga yang sedikit mahal tempat pun uas karena ada lantai dua dan dua gedung dan ada latar risi kursi kursi dan meja meja untuk tempat hingga ke depan tata desain estetitik pandang pun ciamik cocok untuk foto2 alias instagrammable sedia musholla namun untuk wifi saya belum cek apakah ada atau tidak namun seperti sedia overall cukup bagus dan cukup bikin betah untuk nongki nomgki cantik,negative,Kopi Nako
dulu heran kenapa nako di cap bagai sarang boti nyata sekarang saya ngerti dari staffnya gemulai tamu gemulai sampai yang ngisi live musik juga gemulai semua please atuh lah,negative,Kopi Nako
mahal tapi sesuai,negative,Kopi Nako
nyobain kopi nako yg trend di kalang anak2 muda hehe cara saya sudah tidak muda lagi tempat enak sih buat nongkrong kopi juga enak kita sen yg kopi nako duren 9 10 sama kopi capuccino es krim 10 10 hahaa saya lebih suka yg cappucino soal but overall oke lah semuanyaa must try,positive,Kopi Nako
judul beda beda customer cerita ruang no smoking di boleh ngerokok krna teman yg punya cafe trus komplen ehh kata udah ngomong sama yg punya cafe wkwkwkw status sama sama customer atau mungkin krna yg punya saham teteh say mungkin jendela bisa di buka sama customer harus harga sih kalo kamu ngerokok yah maap kamu luar hal peleh sih tapi bikin g nyaman kalo customer komplen mah g usah perhati harus punya dekat dulu sama yg punya cafe angkattopi no respect sama teteh yg layan kan saya g bayar lohh teh dtg duduk doang yah jadi ngikut saja gitu yah tadi udah nyaman loh bakal balik tapi seperti tidak padahal kopi dan singkoknya juara,negative,Kopi Nako
judul beda beda customer cerita ruang no smoking di boleh ngerokok krna teman yg punya cafe trus komplen ehh kata udah ngomong sama yg punya cafe wkwkwkw status sama sama customer atau mungkin krna yg punya saham teteh say mungkin jendela bisa di buka sama customer harus harga sih kalo kamu ngerokok yah maap kamu luar hal peleh sih tapi bikin g nyaman kalo customer komplen mah g usah perhati harus punya dekat dulu sama yg punya cafe angkattopi no respect sama teteh yg layan kan saya g bayar lohh teh dtg duduk doang yah jadi ngikut saja gitu yah tadi udah nyaman loh bakal balik tapi seperti tidak padahal kopi dan singkoknya juara,negative,Kopi Nako
suka matchaanya enak banget tempat juga cozy untuk nongkrong,positive,Kopi Nako
semi outdoor cafe menu esp their coffee is oke not too special but the ambience is really good and enjoyable good place for hanging out with your friend at afternoon,positive,Kopi Nako
tempat bagus asik buat nongkrong cuma sayang saya pesan kwetiaw goreng asin banget smg k dpnnya bisa d prbaiki,negative,Kopi Nako
layan nya bagus makanan nya enak enak poko bestt,positive,Kopi Nako
nice place untuk bercengkrama sama teman ke 2 kali kesini tiap mampir ke bandung selalu cinta dengan bandung,positive,Kopi Nako
tempat ngopi nyaman kalau ke bandung pagi siang malam yahuud,positive,Kopi Nako
tempat ngopi dan nongkrong yg asik,positive,Kopi Nako
adem tapi kalo ujan bubar,negative,Kopi Nako
dear nako tidak usah ada dj dj an berisik tempat bagus djnya bikin tidak nyaman musik keras tidak bikin tempat ini makin bagus,negative,Kopi Nako
tempat mayan nyaman buat ngobrol dan nongkrong makanan ala kadar dan mahal layan aduh ancur banget suruh ambil kopi sendiri dan ambil makanan sendiri pdhal makanan nya mahal2 shrusnya layan juga oke,negative,Kopi Nako
tempat nyaman ada live music layan baik sekali reccomended,positive,Kopi Nako
sambelnya jos,positive,Kopi Nako
good food surprisingly tasty plenty of interesting beverage choices especially coffee nice area if it s not raining cleaning of the ashtray should be enhanced one thing i dissapointed the most is the use of plastic container on all of the menu please be aware of this,negative,Kopi Nako
udah sering ke sini vibe ok food ok,positive,Kopi Nako
kemarin ke kopi nako bandung yang ke 2xnya dapet layan yang kurang enak dari barista nya jutek banget terus minuman buat juga beda banget rasa barista perempuan yang badan agak besar,negative,Kopi Nako
tempat masih penuh terus sama yg datengg tapi enak ko tempat layan ramah,positive,Kopi Nako
tempat ngopi kini nice ambience kopi so so instagramable love their landscape design yg bawa kendara roda 4 parkir di panjang jalan pahlawan,positive,Kopi Nako
adem tapi kalo ujan bubar,negative,Kopi Nako
kasir jutek,negative,Kopi Nako
biasa saja nyata rasa kopi standar agak mahal,negative,Kopi Nako
lokasi bagus rasa makanan boleh tapi hrga kopi dan makan ckup mahal,negative,Kopi Nako
servicenya ok makanan minuman standar hanya saja suasana yang kurang agak panas dan sumpek kalau penuh,negative,Kopi Nako
niat tidak beri layan wifi gratis tempat padahal sudah cocok buat kerja tapi percuma wifinya buruk jaring ada tapi tidak ada layan internetnya,negative,Kopi Nako
b saja so so kurang tempat non smoking area,negative,Kopi Nako
makan udah enak minum udah seger eh tugas parkir tidak bantuin saya yang sulit keluar malah duduk2 saja ngerokok depan gerbang masuk ada 3 orang padahal sambil minta 3000,negative,Kopi Nako
best kopi buah baik thanks kak rishel layan serius baik bangett luvv,positive,Kopi Nako
kopi enak donat pisang goreng enak ada ruang ac untuk non smoking,positive,Kopi Nako
comfort place,negative,Kopi Nako
tempat luas ada banyak pilih spot buat duduk di area counternya wangi kopi banget bikin saya yg tidak terlalu suka mesen kopi jadi penasaran sampai akhir beli kopi karamel yg kata recommended pas minum enak tapi lama2 agak enek sih soal agak manis waktu itu mesen pisang goreng untuk porsi makan banyak banget karena porsi banyak jadi makan sore abis malem hehe rasa standar sih lumayan harga juga cukup jangkau tempat oke buat nongki2 utama kalo udah malem bagus viewnya,positive,Kopi Nako
