title,stars,text,sentiment,taste,service,ambience,price,packaging,categories,sentiment_accuracy
Kopi Nako Bandung,5,good place good services,positive,0,1,1,0,0,"service, facility",correct
Kopi Nako Bandung,5,rasa enak harga juga ramah di kantong xixi,positive,1,1,0,1,0,"taste, service, price",correct
Kopi Nako Bandung,5,udah beberapa x kesini rekomen juga bwt temen yg dari luar kota sempet meet up sini asik tempat asik vibesnya,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,kopi sayang enak kopi asa bangett biar bintang yang bicara,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,tempat hang out yg nyaman utama di senja ke malam hari tambah ada live musicnya thx untuk bro ijul next klo ke bandung saya mampir lagi,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,nyaman banget tempat minum juga enak,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,tempat nyaman teduh layan baik,positive,0,1,1,0,0,"service, ambience",correct
Kopi Nako Bandung,5,layan dan makanan sangat wort it tengkyu kopi nako,negative,1,1,0,1,0,taste,correct
Kopi Nako Bandung,5,tempat asik makanan dan minuman enak,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,menu enak enak layan mantap,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,all good kwetiau goreng favorit,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,kopi duren enak,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,cozy and comfort,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,cocok buat ngopi pulang kerja santai bareng besti,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,enak bangt nyaman banget ke kini,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,tempat nya nyaman dan makanan nya enak layan nya ramah,positive,1,1,1,0,0,"taste, service, ambience",correct
Kopi Nako Bandung,5,uda paling cocok buat santai recomended,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,delicious food and drink,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,tempat nyaman dan makanan enak bikin jatuh cinta,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,kopi enak cireng suka anak ku,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,good tempat nyaman,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,kopi enak,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,tempat luas dan nyaman enak ada live musicnya menu enak dan variasi apalagi ada eskrim matcha,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,tempat asik makanan minuman enak,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,cepat dan heguenis,positive,0,1,1,0,0,"service, ambience",correct
Kopi Nako Bandung,5,hampir tiap hari kesini emang enakeun buat nongki ampe malem,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,tempat nya buat nongkrong lama enak karena tutup lama,positive,1,1,1,0,0,"taste, service, ambience",correct
Kopi Nako Bandung,5,tempat aethetic cozy juga kopi enak,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,tempat enak buat chill kopi enak,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,si teteh nya baik banget banget banget,negative,0,1,0,0,0,service,correct
Kopi Nako Bandung,5,tempat nya enak banget buat ngopi,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,enak tempat sih harga worth it banget,positive,1,0,1,1,0,"taste, ambience, price",correct
Kopi Nako Bandung,5,tempat enak untuk santai sama teman maupun keluarga karna kids friendly makan lumayan agam minum juga tidak hanya kopi saja jadi untuk cinta non kopi pun cocok nongkrong sini untuk rasa makanan dan minum pun enak dan harga sangat affordable,positive,1,1,1,1,0,"taste, service, ambience, price",correct
Kopi Nako Bandung,5,tempat nya enak nyaman bersih menu nya variatif dri cemilan smpe mkan berat ada woth to try,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,tempat nyaman banyak outdoor jadi lebih pas kalau ke sini jangan di siang bolong meski lumayan rindang juga sih colok juga banyak bisa buat nugas tidak terlalu ramai juga makanan dan minum lumayan enak,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,cocok untuk keluarga,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,tempat adem,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,excellent service and good taste,positive,1,1,0,0,0,"taste, service",correct
Kopi Nako Bandung,5,kopi fresh enak seger tempat adem,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,suasan adem minuman makanan enak ngt rekomen,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,tongkrong nyaman coffenya mantap,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,tempat adem dan tenang banget cocok banget buat galau atau dar nongkrong juga suka deh dari layan nya yang sopan makan yang enak juga minuman matcha nya bener bener matcha favorit banget,positive,1,1,1,0,0,"taste, service, ambience",correct
Kopi Nako Bandung,5,keren banget tempat enakeuunn lagu juga oke okee,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,bagus tempat enak buat ngerjain tugas sama buat nongki nongki saja tempat juga nyaman,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,tempat pw makanan sama minumanya enak dan layan okee banget,positive,1,1,1,0,0,"taste, service, ambience",correct
Kopi Nako Bandung,5,kopi nya enak nasi goreng enak,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,semua staffnya baik dan cakep layan manteb,positive,0,1,0,0,0,service,correct
Kopi Nako Bandung,5,tempat okee bagus kids friendly staffnya ramah2 makanan minum enak hargany masih jangkau,positive,1,1,1,1,0,"taste, service, ambience, price",correct
Kopi Nako Bandung,5,suka banget tempat nya sama kopi,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,makanan n kopi enak2,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,dine in sekarang ada live music nya mantap,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,kopi susu nakonya enak g manis banged yg buat eneq rasa kopi juga masih asa jadi g tutup manis dari susu,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,keren tempat seru dan bagus banget rapih dan bersih,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,makan enak dan porsi bnyak kalo minuman banyak yang seger2 juga,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,baik kopi manteb tempat enak,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,mantap pokok vibes nya enakeun makanannua enakeun,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,tiap minggu pulang les anak2 pasti selalu mampir ke sini untuk makan siang anak2 senang dengan makan dan juga suasana nyaman estetik dan seru ad foto box dan bisa liat ikan harga nya affordable tempat duduk banyak pilih enak untuk kumpul dengan keluarga atau nongki dengan teman2,positive,1,0,1,1,0,"taste, ambience, price",correct
Kopi Nako Bandung,5,mantap layan nya,positive,0,1,0,0,0,service,correct
Kopi Nako Bandung,5,thank you for the best food and service,positive,1,1,0,0,0,"taste, service",correct
Kopi Nako Bandung,2,kalo buat tempat sih ok cuman waktu malem aku datng kesini sen nasi goreng merem melek daging nasi nya belum mateng jdi d mkan nya tidak enak,negative,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,price affordable kopinua cukup ok dengan pricenya suasna cocok buat bengong dikit,positive,1,0,0,1,0,"taste, price",correct
Kopi Nako Bandung,5,kopi nya enak creamy recomended makan byk pilih tempat bagus,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,kopi nako menu recomended,positive,0,1,0,0,0,service,correct
Kopi Nako Bandung,5,semua nyaman,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,tempat nyaman makan enak enak dan servicenya juga bagus,positive,1,1,1,0,0,"taste, service, ambience",correct
Kopi Nako Bandung,5,nyaman untuk kumpul dengan teman dengan pilih makanan minuman yang enak dan murah lokasi strategis parkir motor mobil juga lega,positive,1,0,1,1,0,"taste, ambience, price, facility",correct
Kopi Nako Bandung,5,enakeunn mantap,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,kopi durian nya enak banget kopi susu nya juga enak kopi nya rasa pis tempat luas spot nongkrong nya banyak adem lagi,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,tempat kopi paling cozy di bandung,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,makanan nya enak kopi strong enak banget cozy abis,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,nyobain kopi nako yg trend di kalang anak2 muda hehe cara saya sudah tidak muda lagi tempat enak sih buat nongkrong kopi juga enak kita sen yg kopi nako duren 9 10 sama kopi capuccino es krim 10 10 hahaa saya lebih suka yg cappucino soal but overall oke lah semuanyaa must try,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,aku dapet eskrim nihh keren banget kaka nya baik banget seriuss makananya juga enak banget serius,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,tempat cozy nyaman enak buat mongs sama temen2 wfc,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,mantap tempat nya bagus dan estetik cocok buat nongkrong,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,tempat bagus dan nyaman,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,nyaman banget,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,tempat yang nyaman untuk ngopi,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,tempat keren suasana nyaman,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,tempat bagus nyaman makanan nya enak mantap,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,4,nongkrong habis nonton prawira tanding di gor c tra pesan lemon juice tahu cabe garam suasana juga nyaman sini,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,tempat yg enak buat ngopi ngerjain tugas layan nya top,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,pandang bagus dan layan nya juga ramah makanan juga enak,positive,1,1,0,0,0,"taste, service",correct
Kopi Nako Bandung,5,enak banget,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,bagus banget tempat untuk anak anak rekomen,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,enak tempat nyaman staff ramah,positive,1,1,1,0,0,"taste, service, ambience",correct
Kopi Nako Bandung,5,kopi nyaa enak dann tempat nya cozy banget,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,layan ok tempat cozy banget pokok overall good,positive,0,1,1,0,0,ambience,correct
Kopi Nako Bandung,5,tempat nyaman untuk nongkrong dan ada live music nya,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,4,good vibes worh for the proce nge chill paling enak disni,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,tempat nongkrong tiap hari rumah dua,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,enak banget tempat asik buat nongkrong habis pulang kerja,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,enak harga affordable,positive,1,0,0,1,0,"taste, price",correct
Kopi Nako Bandung,5,suasana cozy comfy banget layan nya juga oke,positive,0,1,1,0,0,"service, ambience",correct
Kopi Nako Bandung,5,okee banget tempat makannanya,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,suka sama layan makanan dan nyaman cafe nya,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,keren tempat cozy layan ramah,positive,0,1,1,0,0,"service, ambience",correct
Kopi Nako Bandung,5,tempat bagus makan dan minum enak,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,nyaman bersih tempat cozy,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,favorit paling enak buat kumpul,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,4,tempat favorit kalau mau ngopi,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,tempat cozy banget kalo weekend penuh mulu dari kopi sampe snacknya gak ada yang gagal sih enyak enyakk,positive,1,0,1,0,0,"taste, ambience, facility",correct
Kopi Nako Bandung,3,tadi suka nongkrong sini semenjak tukang parkir ngelunjak males lagi dah,negative,0,1,1,0,0,"service, ambience",correct
Kopi Nako Bandung,5,enak banget,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,tempat cozy viewnya juga bagus nyaman ada photobox nya keten baristanya yg nama ayu cakep lah,positive,0,1,1,0,0,"service, ambience",correct
Kopi Nako Bandung,5,layan ramah ambience tenang tidak terlalu crowded,positive,0,1,1,0,0,"service, ambience",correct
Kopi Nako Bandung,5,best ambience kopi enak di bdg,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,salah satu tempat nongkrong asik di malem minggu ada live musik nya bagus live musik dari pada ada dj nya,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,kopi enak sih di bandung turut aku,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,kopi mantap dengan suasana shahdu terrbaik,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,bagus tempat nya bersih well,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,kopi nako nya enak banget suasana sangat nyaman krn banyak tanam,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,tempat enak cozy banget apalagi malem,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,suka matchaanya enak banget tempat juga cozy untuk nongkrong,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,tempat enak banget buat nongkrong sama temen pacar temen,positive,1,0,1,0,0,"taste, ambience, facility",correct
Kopi Nako Bandung,5,tempat enak buat ngejain tugas apa lagi skripsi minuman dan makan pun enak,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,udah tempat nya cozy enak pula makanan ama minuman nya,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,kopi nya biasa saja tapi cemilan nya besst,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,3,cenderung aga mahal,negative,0,0,0,1,0,price,correct
Kopi Nako Bandung,5,layan ramah dan super detail mantap,positive,0,1,0,0,0,service,correct
Kopi Nako Bandung,5,tempat ter pewe buat ngopi sambil ngerjain kerja deket rumah dengan ambience dan layan nya,positive,0,1,1,0,0,ambience,correct
Kopi Nako Bandung,5,minumanya enak,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,tempat nyaman kopi enak,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,mantap the best kopi sama makan cocok buat santai dan metime the best,positive,1,0,1,0,0,taste,correct
Kopi Nako Bandung,5,hampir tiap minggu ke kopi nako di tiap hari rabu karena tiap hari rabu ada tumbler day sehingga kalau beli di hari sebut minum bayar paruh harga hehehe tentu tumblernya harus yang kita beli dari kopi nako jadi hepi bisa makan dan minum dengan harga jangkau minum biasa saya pesan yang bas kopi atau teh sedang makan biasa pesan kwetiau goreng tahu cabai singkong goreng atau pisang sering ke kopi nako di jl pahlawan sejak buka hingga sekarang awal awal buka masih agak gersang karena tanam tanam tumbuh masih kecil kecil dan pendek pendek sekarang sudah lebih asik nongkrong di sini meski siang hari karena tanam sudah rimbun jadi tidak panas lagi dan lebih nyaman,positive,1,0,1,1,0,"taste, ambience, price",correct
Kopi Nako Bandung,5,tambah seru sekarang ada live music,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,tempat sangat nyaman ada live musik makanan minuman enak the best,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,minum selalu enak makanan juga sekarang makin enak ada live musicnya,positive,1,0,1,0,0,taste,correct
Kopi Nako Bandung,5,the location is easy to find but the parking are is pretty limited so if you bring car you have to park on the road the atmosphere is awesome with a lot of high trees around they have mushola and toilet as well the food and the coffee are also good i recommend the tempe mendoan it s so delicious,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,good place nice atmosphere,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,good coffee nice food cozy ambience,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,adem buat nyantey pokonyah,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,kopi enak2,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,1,ojol hambat cari nafkah gara nunggu order sini baik waktu tunggu untuk ojol yg ambil order,negative,0,1,0,0,0,service,correct
Kopi Nako Bandung,1,itu barista nya yg nama riziq songong dah gada attitude nya woy ini yg milih2 kerja nya pilih2 lgi ngapa org2 kaya begitu di terima heran banget tiati lu nako punya barista kaya dia,negative,0,1,0,0,0,service,correct
Kopi Nako Bandung,1,musik dj ganggu,negative,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,1,dear nako tidak usah ada dj dj an berisik tempat bagus djnya bikin tidak nyaman musik keras tidak bikin tempat ini makin bagus,negative,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,udah sering kesini langgan sini meski banyak coffee shop lain yg tawar banyak pilih saya tetap suka tempat ini servicenya ramah satset selalu ingat nama nama langgan is a poin plus kaka barista waitress chef semangat bre sehat sehat ya kamu nanti kesana lagi baru bisa review yah baru inget saja gitu sering kesini tapi tidak review b5 kan kocak wkwk terus kucing yg suka ikut nongkrong si gembul itu mana kangen kucing,positive,0,1,1,0,0,"service, ambience",correct
Kopi Nako Bandung,5,suasana nyaman dan santai,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,it s just a typical coffee shop quite spacious and have plenty power socket the food is decent and has a nice vibe for simply hanging out,positive,1,0,1,0,0,"ambience, facility",correct
Kopi Nako Bandung,5,yang suka strong kopi mampir kesini yang tidak suka kopi jangan sedih masih banyak minuman segar lain nya suasana enak banyak tempat duduk seperti halaman buka pagi siang atau malam rasa tetap enak,positive,1,1,1,0,0,"taste, service, ambience",correct
Kopi Nako Bandung,4,oy auto jatuh cinta pas pertama order karena sudah pensiun kopi jadi sen minum rosberi rasa segeer manis pass aplg klo minum habis terjang panas dan polusi bdg wkwk makan order tahu cabe garam ini enak juga tahu krispii pedesnya juga gak over vibes nya enak si waktu itu dateng pas habis hujan jadi makin bikin dopamine gue auto full lagi hoho ohiya tiap kalian review dapet gratis eskrim 1 scoop so jangan lupa review yaa,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,adem banget,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,4,nikmat suasana open air sore hingga malam,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,4,waiters ramah pool tempat cozy banyak spot yg nyaman parkir 3 000,positive,0,1,1,0,0,"service, ambience, facility",correct
Kopi Nako Bandung,5,resep pis euy pw,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,good food surprisingly tasty plenty of interesting beverage choices especially coffee nice area if it s not raining cleaning of the ashtray should be enhanced one thing i dissapointed the most is the use of plastic container on all of the menu please be aware of this,negative,0,1,1,0,0,"service, ambience",correct
Kopi Nako Bandung,2,makan lama datengnya hampir jam,negative,0,1,0,0,0,service,correct
Kopi Nako Bandung,5,kopi enak es krim kopi nako enak tempat cozy,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,cemilan dan favorit ku minuman coklat nya enak suasana layan dan toilet bagus bersih,positive,1,0,1,0,0,"taste, ambience, facility",correct
Kopi Nako Bandung,4,cafe yang cukup rame di kota bandung pilih menu agam tempat asik da area parkir pada,positive,0,0,1,0,0,"ambience, facility",correct
Kopi Nako Bandung,4,kalo hujan repot saja,negative,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,tempat aesthetic adem harga affordable menu variatif,positive,0,0,1,1,0,"ambience, price",correct
Kopi Nako Bandung,4,cemilan dan snacknya ok,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,tempat pilih yang nyaman untuk santay,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,tempat sangat oke rekomended syekalii,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,nyaman,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,enak nyaman murce,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,sering kesini dan enak tempat semua topp,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,tempat ngopi nyaman kalau ke bandung pagi siang malam yahuud,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,ramah pol,positive,0,1,0,0,0,service,correct
Kopi Nako Bandung,5,tempat bagus,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,tempat pw banget makanan minuman juga jangkau wifi mantap top deh poko,positive,1,0,1,0,0,"taste, ambience, facility",correct
Kopi Nako Bandung,5,bagus banget enak,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,makan enak minum enak juga layan oke pol,positive,1,1,0,0,0,"taste, service",correct
Kopi Nako Bandung,5,di tengah kota wifi aman cocok buat nongrong dan ngerjain lapor,positive,0,1,1,0,0,"service, ambience",correct
Kopi Nako Bandung,5,tempat ngopi hits bandung cukup strategis ada di tengah kota minunan dan makanan enak layan yang cepat dan tempat sejuk,positive,1,1,1,0,0,"taste, service, ambience",correct
Kopi Nako Bandung,4,dulu jadi tempat yang paling penuh pusat kumpul para bot di bandung sekarang udah mulai sepi para bot udah hijrah ke northwood cihampelas dan ramah anak buat ngopi ngumpul keluarga teman sahabat konsep bagus modern buka banyak colok kopi enak,positive,1,1,1,0,0,"taste, service, ambience",correct
Kopi Nako Bandung,5,good vibes place,positive,0,0,1,0,0,"ambience, facility",correct
Kopi Nako Bandung,5,ih cool banget,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,kopi mantap,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,nyaman sejuk candu,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,for the first time ngopi deket daerah rumah worth it lah yaaa buat ngopi sama temen temen se gank next kesini lagi deh cuma kalo musim ujan agak worried atuh kita ngiuhan nya batas kalo atas dan bawa penuh kalo bisa mah indoornya ditambahin biar tambah betah ken indoor dan smoking area hehe,positive,0,0,1,1,0,"ambience, price",correct
Kopi Nako Bandung,5,coklat enak,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,5,tempat nya cocok untuk semua kalang harga makanan minuman standar,positive,1,0,1,1,0,"taste, ambience, price",correct
Kopi Nako Bandung,5,ok tempat recomendes buat nikmat vibe beda,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,4,tempat nongkrong recommended di bandung,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,recommended banget buat bahan baku makanan sangat bagus kualitas dan murah,positive,1,0,0,1,0,"taste, price",correct
Kopi Nako Bandung,4,enak harga pas rasa enak tempat si yg enak banget,positive,1,0,1,1,0,"taste, ambience, price",correct
Kopi Nako Bandung,5,tempat cozy enak buat renung kalo dateng pagi jam 08 00 karena belum rame enak banget buat bengong sambil ngopi ngopi sampe bosen bisa buat wfa juga tempat parkir buat motor aman sih buat mobil juga aman kalo mas pagi kalo rame ya tidak bisa overall tidak bakal nyesel lah dateng ke sini worth it harga dengan rasa dan suasana nya,positive,1,0,1,1,0,"taste, ambience, price, facility",correct
Kopi Nako Bandung,5,lebih baik makanan di pesan yg perlu waktu buat yaa di antar oleh layan karena klo kita bagi duduk di depan pr sekali bgambil pesan trimakasih sukses selalu,negative,0,1,0,0,0,service,correct
Kopi Nako Bandung,1,lama saru order juga,negative,0,1,0,0,0,service,correct
Kopi Nako Bandung,5,tempat ngopi yang cukup hits di bandung eskosunya enak tipe yg masih rasa kopi tapi juga gak terlalu pait banget kalo mau yg creamy bisa sen yg daur baur wkwk lupa nama kopi soal liat padu oat almond ini asumsi saja sih betul ku gak sen itu makan enak dan variatif ada nasi cemilan dll staff nya helpful banget pas kesini betul weekday dan gak terlalu rame juga jadi masih nyaman kalo weekend mungkin penuh banget ya untuk parkir mobil agak susah ya krn harus parkir di luar cuma parkir motor proper kok langsung di dalem halaman ada indoor dan outdoor juga colok pun cukup byk cuma yg proper meja banyak di indoor sih aplg buat laptop dan ada ruang non smoking juga jadi nyaman lah,positive,1,1,1,0,0,"taste, service, ambience, facility",correct
Kopi Nako Bandung,5,tempat nyaman walau parkir batas,positive,0,0,1,0,0,"ambience, facility",correct
Kopi Nako Bandung,5,layan baik banget,positive,0,1,0,0,0,service,correct
Kopi Nako Bandung,5,sangat tarik tempat recommended banget,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,4,nako durian mantap,positive,1,0,0,0,0,taste,correct
Kopi Nako Bandung,4,barista nya ramah tempat nya luas sayang air semprot an toilet nya gak stabil,positive,0,1,1,0,0,"service, ambience, facility",correct
Kopi Nako Bandung,1,ribut sama tukang parkir yg lagi mabok 2org adik dan kaka tdk ada sopan nya sama sekali dikarnakan parkir mobil susah dan di suruh pindah pulang nya di minta 10 rb saya tidak bakal kesini lagi,negative,0,1,1,0,0,"service, ambience",correct
Kopi Nako Bandung,5,tepat nyamanbgt buat nongkrong nongkrong betah sih sama kopi nya endol pelayananya oke staff ramah,positive,1,1,1,0,0,"taste, service, ambience",correct
Kopi Nako Bandung,5,pokok tempat nyaman enak buat nongki makanan dan minuman nya sangat enak,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,5,tempat nyaman,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,4,servicenya ok makanan minuman standar hanya saja suasana yang kurang agak panas dan sumpek kalau penuh,negative,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,1,terlalu byk orng2 tidk jelas,negative,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,layan bagus,positive,0,1,0,0,0,service,correct
Kopi Nako Bandung,3,b saja so so kurang tempat non smoking area,negative,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,mayoritas outdoor kopi enak parkir untuk mobil pinggir jalan saran untuk sedia space untuk non smoking,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,1,tiap dapet order grabfood pasti selalu lama lebih dari tengah jam bikin males,negative,0,1,0,0,0,service,correct
Kopi Nako Bandung,5,alam pertama ngopi di kopi nako tempat enak bersih cocok buat foto foto buat nyantai pokok wajib coba ngopi plus pisang goreng toping keju mantap,positive,1,0,1,0,0,"taste, ambience",correct
Kopi Nako Bandung,3,standard coffee with good atmosphere outdoor,positive,0,0,1,0,0,ambience,correct
Kopi Nako Bandung,5,ke sini belum jam makan siang dan weekday jd suasana enak sepi lbh byk area outdoor drpd indoornya untuk makanan aku sen nasgor dor isi nasi mix vegetable dor kecil dor tidak ada kerupuk tapi untung sambelnya enak sen es krim kopi enak tidak terlalu manis harga murah,positive,1,0,1,1,0,"taste, ambience, price",correct
Kopi Nako Bandung,5,kemarin nangkring sama temen2 di kopi nako kopi yang gula aren rasa enak pas tidak manis layan juga ramah tutup jam 10 tapi masih dibolehin nangkring sampai jam 11 malem mohon maaf akang dan teteh jaga toko layan dan mutu moga tahan,positive,1,1,0,0,0,"taste, service",correct
Kopi Nako Bandung,5,parkir luas tempat udah penuh standart operasional skena baristanya juga skena banget dan saya dapat free cookies tapi mba nya tidak bisa aku kiss,positive,0,1,1,0,0,"service, ambience, facility",correct
