text,text,sentiment,brand
"Suasananya enak untuk sekedar ngopi dan berbincang, sebagai workingspace juga ok ada ruang private pakai ac.",Suasananya enak untuk sekadar ngopi dan berbincang; sebagai working space juga oke karena ada ruang privat ber-AC.,positive,Kopi Kenangan
Order butterscot frape sama chocolate frape…ngga ada rasanya..ngga dimasukin sirup pemanisnya..jadinya minum es diblender berwarna coklat…aga keseeeellll kalau masih disitu aku mau kasih coba itu yg bikinnya…coba yah kalau lagi buatin minuman konsentrasi kecewa bgt…,"Saya memesan butterscotch frappe dan chocolate frappe, namun rasanya hambar karena sirup pemanis tidak ditambahkan; minuman hanya berupa es yang diblender berwarna cokelat. Saya sangat kecewa dengan konsentrasi pembuatan minuman dan berharap staf lebih teliti saat menyiapkan pesanan.",negative,Kopi Kenangan
Tidak ada colokan listrik,Tidak ada colokan listrik.,negative,Kopi Kenangan
Ada tukang palkir nya,680|||Ada petugas parkir di sana.,negative,Kopi Kenangan
Pelayanan jelek. Karyawan ketus,849|||Pelayanannya jelek; karyawannya ketus.,negative,Kopi Kenangan
"Rasanya sih oke, tapi jangan coba2 minta tambah gula karena dikenakan tambahan biaya 6.000","755|||Rasanya oke, tetapi jangan coba meminta tambahan gula karena dikenakan biaya tambahan Rp6.000.",negative,Kopi Kenangan
Pelayanan buruk minta kopi panas malah dikasih yang dingin,857|||Pelayanannya buruk: meminta kopi panas namun diberi yang dingin.,negative,Kopi Kenangan
Sudah berkali kali pesan disini selalu ga enak. Padahal di cabang yg lain enak enak aja.. Pesan less sugar masih kemanisan. Pesan less ice masih banyak es. Asli ga ngerti lagi sama kopken bubat. Tolong diperbaiki!,706|||Sudah berkali-kali memesan di sini dan selalu tidak enak. Padahal di cabang lain rasanya enak. Pesanan less sugar masih terlalu manis; pesanan less ice masih banyak es. Mohon perbaiki!,negative,Kopi Kenangan
Nyaman banget tempatnya....,851|||Tempatnya sangat nyaman.,positive,Kopi Kenangan
Karyawan goblog,Karyawan tidak baik.,negative,Kopi Kenangan
"Kopi kenangan terburuk yg pernah d temui
Pegawai nya sangat tengik ,,antri lebih awal bisa lebih dulu yg baru pesan sangat tengik pegawai nya
Antrian tidak jelas dan pelayanan sangat buruk ,,,
Sangat tidak recommended mending beli d tempat yg lain","561|||Kopi Kenangan terburuk yang pernah saya temui. Pegawai bersikap sangat tidak menyenangkan; antrean tidak jelas dan pelayanan sangat buruk. Tidak direkomendasikan, sebaiknya beli di tempat lain.",negative,Kopi Kenangan
"Tempat nya bersih, pelayanan nya ramah,kopi nya enak","Tempat bersih, pelayanan ramah, kopi enak.",positive,Kopi Kenangan
"Hadeh tolong dong yg shift malam ada mba2 jutek amat, minta kopi ceo bisa kok less sugar ditempat lain, malah ane biasa sama aa2 yg siang jaga disini jg bisa malah lbh ramah lg rame jg
Keadaan ga terlalu rame kok ngotot ngga bisa, lah diaplikasi aja bisa buat apa klo gitu adain pilihan less sugar klo gitu","766|||Mohon diperhatikan bahwa ada pegawai shift malam yang kurang ramah; di cabang lain permintaan less sugar dapat dilayani. Saat tempat tidak terlalu ramai, sebaiknya tetap dapat memenuhi permintaan tersebut, sama seperti pada aplikasi.",negative,Kopi Kenangan
Tempat kurang nyaman,1072|||Tempat kurang nyaman.,negative,Kopi Kenangan
Lebih mentingin ofline dibanding yg makan ditempat,Lebih mementingkan pelanggan offline dibanding yang makan di tempat.,negative,Kopi Kenangan
"Baru pernah rasain pastry alot ya disini, apa lagi donatnya, alot pisan, gigi sampe agak linu waktu gigitnya. Kalo minuman so fra so good","1069|||Pengalaman pastry agak alot, terutama donat yang sangat kenyal sehingga membuat gigi terasa linu; untuk minuman masih cukup baik.",positive,Kopi Kenangan
Order butterscot frape sama chocolate frape…ngga ada rasanya..ngga dimasukin sirup pemanisnya..jadinya minum es diblender berwarna coklat…aga keseeeellll kalau masih disitu aku mau kasih coba itu yg bikinnya…coba yah kalau lagi buatin minuman konsentrasi kecewa bgt…,"Saya memesan butterscotch frappe dan chocolate frappe, namun rasanya hambar karena sirup pemanis tidak ditambahkan; minuman hanya berupa es yang diblender berwarna cokelat. Saya sangat kecewa dengan konsentrasi pembuatan minuman dan berharap staf lebih teliti saat menyiapkan pesanan.",negative,Kopi Kenangan
"Pelayanan agak lelet, yang kerja sepertinya kurang sigap",668|||Pelayanannya agak lambat; staf tampak kurang sigap.,negative,Kopi Kenangan
"The employees are not very friendly to an old customers. They serve as if i want to ask for free coffee..
In contrary to the employees at Bursa efek bandung and griya pahlawan branches.  They are very kind and friendly..
The coffee itself is the BEST ❤️","Pegawainya tidak terlalu ramah terhadap pelanggan tua. Mereka melayani saya seolah-olah saya meminta kopi gratis. Secara kontras, pegawai di cabang Bursa Efek Bandung dan Griya Pahlawan sangat baik dan ramah. Tetapi jika membicarakan soal kopinya, sendiri, memang terbaik.",negative,Kopi Kenangan
Boleh lah,683|||Bolehlah.,positive,Kopi Kenangan
"Tolong ya karyawannya ditraining lagi! Pesan toast tapi kok dingin banget dagingnya, mayonaisenya pun beku saking dinginnya! Yang saya tau saat pesan toast harusnya disitu juga ditoast! Jadinya toastnya panas dan lebih enak dinikmati! Semoga kalian Terima kritikan konsumen kalian, jika tidak bisa diterima berarti kalian semua termasuk manajemen harus ditraining lagi!",510|||Mohon karyawan mendapat pelatihan ulang: saya memesan toast tetapi dagingnya sangat dingin dan mayonesnya beku. Seharusnya toast dipanggang saat dipesan agar panas dan lebih nikmat. Harap manajemen menerima kritik ini dan melakukan pelatihan ulang bila perlu.,negative,Kopi Kenangan
"The WORST EVER product and services!why the UNICORN COMPANY like kopi kenangan seperti ini ya? Saya hampir tiap hari beli kopken dgn detail yg sama di bbrp gerai dan dibuah batu lebih sering karna dekat kantor.tp kenapa kali ini seperti ini???
1. Standar penyajian yg hanya setengahnya,saya disini order 2 cup large isinya dua2nya sama hanya setengah
2. Komunikasikan tolong kalau misalkan ada orderan yang tidak mengerti/lainnya anda dpt dikomuniksikan terlebih dahulu fitur chat kan canggih ya dijaman sekarang, apalagi sekelas kopken yg sampe punya aplikasi sendiri
3. Saya mengajukan pengembalian yg jelas2 ada buktinya(disini saya kesal kesali) kenapa ditolak??are u kidding me??
Kepada team management kopken tolong dijadikan concern ya, karna sayang sekali kalau cara menghandle complainnya seperti itu (menolak pengembalian), ingat Coffee shop sudah menjamur, competitor semakin banyak.terimakasih","981|||Produk dan layanan sangat mengecewakan. Saya hampir setiap hari membeli Kopken di beberapa gerai, termasuk Buah Batu karena dekat kantor. Namun kali ini: 1) penyajian tidak sesuai standar — dua cup large yang saya pesan berisi setengah; 2) mohon komunikasikan apabila ada kendala pesanan melalui fitur chat atau aplikasi; 3) pengajuan pengembalian saya yang jelas memiliki bukti ditolak. Kepada manajemen, mohon jadikan ini perhatian karena cara penanganan komplain yang menolak pengembalian sangat merugikan mengingat banyaknya kompetitor.",negative,Kopi Kenangan
"Sekarang warga Kopo bisa lbh mudah menikmati kopi kenangan yg sdh terkenal di mana-mana.

Kopken cabang Kopo ini hadir dengan wajah yg berbeda dibandingkan cabang lainnya yg ada di Bandung Raya.

Tempat duduk nya lbh nyaman, ruangannya tertata lbh rapih & bersih. Ditambah toiletnya ada di setiap lantai dan bersih.

Untuk makanan & minuman, semua cabang kopken sdh terstandarisasi dengan baik. Jadi ga perlu ragu buat ke kopken cabang Kopo ya...","Kini warga Kopo lebih mudah menikmati Kopi Kenangan yang sudah terkenal. Cabang Kopo memiliki wajah berbeda dibanding cabang lain di Bandung; tempat duduk lebih nyaman, ruangan tertata rapi & bersih. Toilet tersedia di setiap lantai dan bersih. Makanan dan minuman terstandarisasi dengan baik di semua cabang Kopi Kenangan; tidak perlu ragu mengunjungi cabang Kopo.",positive,Kopi Kenangan
Mantap,Mantap.,positive,Kopi Kenangan
"Beli Light Mocha Latte, karna ga ngerti tbtb mas nya blg ""kopinya arabica ya"", bingung harus jwb apa , ternyata kopi arabica itu termasuk ""Topping/ Add on"" jadi bayar lagi 6.000 sementara diawal ga dikasih tau kalau itu bayar lagi.. sad food sih jadinya hehe",779|||Saya membeli Light Mocha Latte dan tidak diberitahu bahwa kopi Arabica merupakan topping/add-on yang dikenakan biaya tambahan Rp6.000; awalnya tidak diinformasikan sehingga menjadi mengecewakan.,negative,Kopi Kenangan
Tempat ngopi indoor cocok untuk sendiri atau bersama teman... Tempat parkir 14-15 motor karena di pinggir jalan...Harga mulai 18k cocok untuk budget dari bawah ke atas...Tidak ada musholla dan tidak ada wifi access...,"Tempat ngopi indoor cocok untuk bersantai sendiri atau bersama teman. Parkir muat sekitar 14–15 motor karena berada di pinggir jalan. Harga mulai dari Rp18.000, cocok untuk berbagai tingkat anggaran. Tidak tersedia mushola dan akses Wi-Fi.",negative,Kopi Kenangan
Cofee kenanga Mantan,1301|||Coffe Kenangan Mantan.,positive,Kopi Kenangan
Ini kenapa dari dulu wcnya gak pernah dipernah diperbaikin sih? Mau nongkrong masa kagak ada WC!,776|||Mengapa WC di sini tidak pernah diperbaiki? Ingin nongkrong tetapi tidak ada WC.,negative,Kopi Kenangan
"sangat bagus, tempatnya bagus, makanan dan minumannya enak. cuma mau minta tolong aja, tolong di update lagi ketersediaan makanannya. soalnya di apk ga tersedia tapi di storenya ada. mungkin itu aja, selebihnya bagus sekali. terima kasih","1060|||Sangat bagus; tempatnya baik, makanan dan minumannya enak. Mohon perbarui ketersediaan makanan di aplikasi karena beberapa item tercantum tidak tersedia padahal ada di store. Selain itu, semuanya bagus. Terima kasih.",positive,Kopi Kenangan
"Posisinya Persis Sebelah KFC dan Bank BNI. Setelah Jogya sebelum Polsek. Tempatnya tidak besar besar banget tapi pas. Ada 2 lantai. Lantai 1 untuk kasir Dan barista maupun beberapa meja. Lantai 2 ada toilet, smoking area (agak kecil), maupun beberapa meja dan sofa. Tempatnya sangat recommended untuk meeting dan jika mau kerja (work from cafe). Pelayanannya sangat ramah dan sangat layak untuk diapresiasi. Good Job. Kopi Kenangan","908|||Posisinya persis di sebelah KFC dan Bank BNI, setelah Jogya sebelum Polsek. Tempatnya tidak terlalu besar namun pas, terdiri dari dua lantai: lantai 1 untuk kasir, barista, dan beberapa meja; lantai 2 ada toilet, smoking area (agak kecil), beberapa meja dan sofa. Sangat direkomendasikan untuk meeting dan bekerja; pelayanannya ramah dan layak diapresiasi.",positive,Kopi Kenangan
"Kopi belum di buatin padahal udh di tingal skitar 15mnitan ,malah pada sibuk maen hp dan ngbrol...","Kopi belum dibuat padahal sudah sekitar 15 menit, malah pada sibuk bermain HP dan mengobrol.",negative,Kopi Kenangan
Kopi Favorite.. Kenangan Mantan.,Kopi favorit: Kenangan Mantan.,positive,Kopi Kenangan
"Yg namanya hari weekend itu pasti rame, tolong lah kepada owner jangan sampe pelayanan hanya 1 orang.","Hari weekend pasti ramai, kepada owner tolong jangan hanya ada 1 barista saja.",negative,Kopi Kenangan
Beli krupuk rambak di mojo sari pasuruan,Ada yang menjual kerupuk rambak di Mojo Sari Pasuruan.,positive,Kopi Kenangan
"Gaada makanan , crew nya cuek",1295|||Tidak ada makanan; kru tampak acuh.,negative,Kopi Kenangan
nyaman banget tempatnya senyaman aku sama dia dulu,Tempatnya nyaman sekali.,positive,Kopi Kenangan
Tolong lah semua mahasiswa yg suka kerjain tugas di kopi kenangan klw parkir tuh harus bawa uang buat bayar parkir.klw diminta alasan nya ga ada uang cas. Klw parkir tuh ga tau waktu msk jam 10 pagi hari kemis keluar jam 10 hari jumat . Itu kan bikin emosi tukang parkir,1045|||Mohon agar mahasiswa yang sering mengerjakan tugas di Kopi Kenangan membawa uang untuk membayar parkir bila diminta; ketidakjelasan waktu masuk dan keluar parkir juga dapat menimbulkan masalah dengan petugas parkir.,positive,Kopi Kenangan
Tak tahu,Tidak tahu.,positive,Kopi Kenangan
"Salah satu tempat spot terbaik kopken sih. Meskipun demikian kalau di sini sholat dan ke toiletnya agak effort ya. Parkirnya perjam, jarang ada voucher diskon tiktok klu di sini. Gak semua spot duduk ada tempat colokan. Lumayan agak rame. Tapi ya lumayan nyaman sih.",Salah satu spot terbaik Kopi Kenangan; meski demikian akses mushola dan toilet agak merepotkan. Parkir berbayar per jam dan voucher diskon TikTok jarang tersedia. Tidak semua spot duduk memiliki colokan. Lumayan ramai namun tetap nyaman.,positive,Kopi Kenangan
"Rasa kopinya tiap store beda2 , disini kopinya tdk terasa pait sedangkan di surabaya pait.
1112 rasanya dgn di pipo makassar
Jadi heran yg mana store yg enak di bandung","Rasa kopi tiap gerai berbeda-beda, disini kopinya tidak terasa pahit sedangkan di Surabaya terasa pahit. Rasanya mirip dengan Pipo Makassar. Saya jadi heran gerai yang mana di Bandung yang enak.",negative,Kopi Kenangan
Mantab,811|||Mantap.,positive,Kopi Kenangan
Tempat nya sangat cocok untuk hang out untuk yang kerja secara wfh pun cocok mengerjakan tugasnya di cafe kopi kengan ini..cuma sayang kebersihan nya perlu di tingkatkan lagi,1050|||Tempat ini sangat cocok untuk hangout dan bagi pekerja WFH mengerjakan tugas di kafe Kopi Kenangan; hanya kebersihan yang perlu ditingkatkan.,positive,Kopi Kenangan
"If you're a fan of Kopi Kenangan, this is one of the better outlets out there. It is comfortable to work here for long hours. There's a section dedicated for smoking area. Power outlets are available on most of tables and wifi speed was quite good. It's located inside PT Pos Indonesia building where parking can sometimes be challenging, especially on the weekends.","Jika Anda penggemar Kopi Kenangan, ini salah satu outlet yang lebih baik. Tempat nyaman untuk bekerja dalam waktu lama; tersedia area merokok dan banyak colokan di sebagian besar meja. Kecepatan Wi-Fi cukup baik. Terletak di gedung PT Pos Indonesia sehingga parkir kadang menantang terutama akhir pekan.",positive,Kopi Kenangan
"Sekarang tempat nya makin bagus, makin rame juga diatas nya, kebersihan nya juga oke
Crew nya juga ramah, mantappp",979|||Sekarang tempatnya semakin bagus dan bagian atasnya makin ramai; kebersihan baik dan kru-nya ramah — sangat memuaskan.,positive,Kopi Kenangan
Sy membeli via gofood tp bgt sampe rmh semua ga sesuai dgn yg tertera di aplikasi...di aplkiasi jumbo di ksh regular...di aplikasi minta ice di ksh hot...ga dibaca atw gmn ya...sy kecewa..ga mau beli lg kopi kenangan yg di cibaduyut,558|||Saya memesan via GoFood tetapi pesanan hingga sampai rumah tidak sesuai dengan yang tertera di aplikasi: di aplikasi pesan jumbo namun diberikan regular; minta es namun dikasih panas. Saya kecewa dan tidak ingin membeli lagi dari Kopi Kenangan Cibaduyut.,negative,Kopi Kenangan
"Tempatnya nyaman dan luas, bersih juga, toiletnya bersih, kopinya juga enak harganya juga worth it, pelayanannya juga ramah","Tempatnya nyaman dan luas, bersih; toiletnya bersih, kopinya enak, harga sepadan, dan pelayanannya ramah.",positive,Kopi Kenangan
"14 jul sore. Barista lambat, ga pro, gue yg pertama tapi yg dilayani orang lain. Di tunggu ga inisiatif. Akhirnya gw yg balik lagi panggil dia ke kasir. Kasir tengik kok di pelihara, gw liat ulasan banyak yg ga suka sama pelayanan nya. Ga pernah mau beli lagi kopken di ruko cibaduyut.
Mang parkir matok harga mahal. Cuma ambil kopi doang bawa pulang parkir motor 3rb. Di mall aja ga kepanasan dan kehujanan 1jam cuma 1500. Udah gtu mang parkir ga ada guna juga menurut saya. Sekian.","1051|||14 Juli sore: barista lambat dan kurang profesional; meskipun saya datang pertama, yang dilayani orang lain sehingga saya harus memanggil kembali. Saya paham banyak pesanan, namun seharusnya pesanan saya diterima terlebih dahulu. Selain itu, petugas parkir mematok harga tinggi; untuk mengambil kopi bawa pulang parkir motor Rp3.000 — menurut saya tidak perlu dan tidak efisien.",negative,Kopi Kenangan
Kopi nya enak,Kopi enak.,positive,Kopi Kenangan
"Pelayanannya memang cepet banget sih. Cuma aduh tolong dong kalau lagi ada problem jangan dibawa pas pelayanan, perasaan saya kalau pesen suka lemah lembut tapi mbanya gurunggusuh wae, gimana mun kartu debit saya potong pas pembayaran teh kaya ga ikhlas gitu:(",765|||Pelayanannya memang sangat cepat. Namun mohon jangan membawa masalah pribadi saat melayani pelanggan; terkadang ketika saya memesan terasa sikap pegawai kurang ramah saat terjadi pemotongan kartu debit.,positive,Kopi Kenangan
"Mood 0/100 drive thru lama bgt parahhhhhh, ini udh yg ke berapa kali makanya berani bikin review!  gaada masalah sm produknya, cmn kl ga mampu bikin layanan drive thru gausah maksain",Pelayannya sangat ceria; senyumnya manis sehingga suasana menjadi positif bagi pelanggan.,negative,Kopi Kenangan
Order butterscot frape sama chocolate frape…ngga ada rasanya..ngga dimasukin sirup pemanisnya..jadinya minum es diblender berwarna coklat…aga keseeeellll kalau masih disitu aku mau kasih coba itu yg bikinnya…coba yah kalau lagi buatin minuman konsentrasi kecewa bgt…,"Saya memesan butterscotch frappe dan chocolate frappe, namun rasanya hambar karena sirup pemanis tidak ditambahkan; minuman hanya berupa es yang diblender berwarna cokelat. Saya sangat kecewa dengan konsentrasi pembuatan minuman dan berharap staf lebih teliti saat menyiapkan pesanan.",negative,Kopi Kenangan
"Tempatnya nyaman banget,wort it bgt buat wfc,baristanya pada baik dan ramah terutama buat ka galih bintang 5","646|||Tempat sangat nyaman dan cocok untuk WFC; baristanya baik dan ramah, khususnya Ka Galih mendapat bintang 5.",positive,Kopi Kenangan
Tempat yang pas setelah sampai bandung,Tempat yang cocok ketika tiba di Bandung.,positive,Kopi Kenangan
"great a service, crew nya helpfull sekali dan cepet nanganin masalah, sempet ke toilet ada bekas org tdk bertanggung jawab dan air nya mati ternyata, trs info ke crew gasampe 10 menit toilet bersih trs di info lagi udah bisa digunain. bukan kali pertama kesini dan selalu mengesankan.","Pelayanan bagus; kru sangat membantu dan cepat menangani masalah. Saat saya ke toilet, ada bekas orang yang tidak bertanggung jawab dan airnya mati; setelah melapor ke kru, dalam kurang dari 10 menit toilet dibersihkan dan diinformasikan bisa digunakan. Bukan kali pertama saya berkunjung dan pengalaman selalu mengesankan.",positive,Kopi Kenangan
Tempatnya lumayan nyaman buat nongki cocok,615|||Tempat cukup nyaman untuk nongkrong.,positive,Kopi Kenangan
"Baristangaa ramahh ramahh,kopi terenakk",Baristanya ramah dan kopinya sangat lezat.,positive,Kopi Kenangan
"Kopi cappucino nya enak, pelayannannya ramah...",848|||Cappuccino-nya enak; pelayanannya ramah.,positive,Kopi Kenangan
"Karyawan yang kurang sopan

Cas laptop saya malah dirusak disaat karyawan membersih  meja disekitar , malah tali kabel main tendang aja

Tidak ada kehati hatiann dalam bekerja .
Apakah ini bagian dari usir konsumen , saya menggunakan ruangan juga masih ada yang lebih lama dari saya .

Warung semakin banyak , dan semakin ketat bersaing , sehingga konsumen lebih sensitif menilai pelayanan",513|||Karyawan kurang sopan. Laptop saya rusak saat karyawan membersihkan meja sekitar; kabel ditendang sehingga rusak. Tidak ada kehati-hatian dalam bekerja. Apakah ini bentuk pengusiran konsumen? Saya juga memperhatikan ada pengunjung yang duduk lebih lama dari saya namun tidak diusir. Persaingan antar warung semakin ketat sehingga konsumen menjadi lebih sensitif menilai pelayanan.,negative,Kopi Kenangan
"Tolong ya karyawannya ditraining lagi! Pesan toast tapi kok dingin banget dagingnya, mayonaisenya pun beku saking dinginnya! Yang saya tau saat pesan toast harusnya disitu juga ditoast! Jadinya toastnya panas dan lebih enak dinikmati! Semoga kalian Terima kritikan konsumen kalian, jika tidak bisa diterima berarti kalian semua termasuk manajemen harus ditraining lagi!","1062|||Mohon karyawan ditraining ulang. Saya memesan toast tetapi dagingnya sangat dingin dan mayonesnya beku; seharusnya toast dipanggang saat dipesan sehingga disajikan panas dan lebih nikmat. Jika tidak menerima kritik, manajemen perlu memberikan pelatihan.",negative,Kopi Kenangan
Super lelet parah karyawan banyak ngambil gosend harus nya ready ini mh harus nunggu 25 menit sungguh tarlslu,566|||Pelayanan sangat lambat; banyak pegawai mengambil pesanan GoSend sehingga yang seharusnya siap justru membuat pelanggan menunggu hingga 25 menit—terlalu lama.,negative,Kopi Kenangan
"Enak kopinya, tempat luas buat nongkrong","Kopi enak, tempat luas untuk nongkrong.",positive,Kopi Kenangan
"3x beli disini, ga enak, beda dengan outlet lain.
Yg pertama kopi kenangan mantan, takaran espresso kurang
Yg kedua kopi kenangan mantan juga, pakai espresso yg kemarin
Yg ketiga jasmine tea, rasanya seperti sabun cuci piring plus pewangi pakaian ‍♀️‍♀️‍♀️
Kapok","3 kali beli disini, tidak enak, beda dengan outlet yang lain. Yang pertama Kopi Kenangan mantap, takaran espresso yang kemarin. Yang ketiga jasmine tea, rasanya seperti sabun cuci piring dan pewangi pakaian. Saya kapok.",negative,Kopi Kenangan
"The employees are not very friendly to an old customers. They serve as if i want to ask for free coffee..
In contrary to the employees at Bursa efek bandung and griya pahlawan branches.  They are very kind and friendly..
The coffee itself is the BEST ❤️","Pegawainya tidak terlalu ramah terhadap pelanggan tua. Mereka melayani saya seolah-olah saya meminta kopi gratis. Secara kontras, pegawai di cabang Bursa Efek Bandung dan Griya Pahlawan sangat baik dan ramah. Tetapi jika membicarakan soal kopinya, sendiri, memang terbaik.",negative,Kopi Kenangan
Kecewa,Kecewa.,negative,Kopi Kenangan
Udah tau banyak pembeli tapi karyawan ada yg nyantai,"802|||Sudah mengetahui banyak pembeli, namun beberapa karyawan tampak santai dalam melayani.",negative,Kopi Kenangan
"Kecewa banget pesen di aplikasi pick up tapi pesenan banyak es nya padahal es nya normal dan satu pesenan lagi less ice, ini tuh kerasa rasanya watery. Padahal di cabang lain tuh rasanya kentel dan kerasa kopinya, tolong lah di training lagi barista cewenya!!","Saya sangat kecewa karena memesan minuman melalui aplikasi dengan opsi pickup; pesanan yang saya terima berisi terlalu banyak es padahal saya memilih es dalam jumlah normal, dan pada pesanan lain saya memilih kurang es namun rasanya menjadi encer sekali seperti air. Padahal pada cabang lain rasa minumannya lebih kental dan karakter kopi lebih terasa. Mohon agar barista perempuan di cabang ini mendapatkan pelatihan ulang.",negative,Kopi Kenangan
Matchanya juara.,837|||Matcha-nya juara.,positive,Kopi Kenangan
"Tempatnya enak, tidak terlalu rame, banyak pilihan tempat duduk yg pas dan kopinya enak","983|||Tempatnya enak, tidak terlalu ramai, banyak pilihan tempat duduk yang sesuai, dan kopinya enak.",positive,Kopi Kenangan
Lewat ajaaa,Hanya lewat saja.,positive,Kopi Kenangan
Ai belum siap mah tong di on ken apliksi na ..pegawe sorangan terus weuh narimaan pembeli ai oder gojek can di jien ...waktu gojek mah ...!!,Beberapa proses di aplikasi tampak belum siap; staf terlihat kewalahan ketika menerima pesanan Gojek dan terjadi gangguan pemesanan.,negative,Kopi Kenangan
Tokonya Bersih lumatan nyaman untuk ngopi nyantai...,"666|||Tokonya bersih, sangat nyaman untuk menikmati kopi dan bersantai.",positive,Kopi Kenangan
"gapernah bosen ke store ini,kopi juga rasanya konsisten,plus barista nya two thumbs up deh pada ramah dan baik",1109|||Tidak pernah bosan ke store ini; rasa kopi konsisten dan baristanya ramah.,positive,Kopi Kenangan
"Pelayanannya sangat baik, mas dan mba nya sangat ramah. Tempatnya luas bangetttttttttt. Cocok buat nongkrong lama ",584|||Pelayanan sangat baik; mas dan mbak sangat ramah. Tempat sangat luas dan cocok untuk nongkrong lama.,positive,Kopi Kenangan
": Kopi ceo gabisa less sugar blaa blaablaa

Barangkali ada yg gatau BISA YAA LESS SUGAR di aplikasi jg bisa, mbaaak jng ngatur2 pesenan org yah kan cm staff bkn owner",771|||Beberapa pegawai tidak dapat menerima permintaan less sugar; padahal fitur tersebut tersedia di aplikasi. Mohon staf tidak mengatur pesanan pelanggan sembarangan karena mereka bukan pemilik.,negative,Kopi Kenangan
Lama banget pesenan nya padahal. Cuma 1 rugi waktu bagi ojol,712|||Pesanan sangat lama; hanya satu pesanan tetapi membuat ojek online rugi waktu.,negative,Kopi Kenangan
Enak sekali kopinya cocok tempatnya untuk sekedar nongkrong atau sambil ngerjain tugas,757|||Kopinya sangat enak; tempatnya cocok untuk sekadar nongkrong atau mengerjakan tugas.,positive,Kopi Kenangan
"Sambil nunggu service motor listrik Alva, sembari ngopi dan menikmati roti.",Menikmati kopi dan roti sambil menunggu service motor di Alva,positive,Kopi Kenangan
Pelayanan lelet yg kerja cuma 1 orang,597|||Pelayanan lambat karena hanya satu orang yang bekerja.,negative,Kopi Kenangan
"Kopken buah batu

Plus
+ staff ramah
+ AC adem
+ ada wifi
+ toilet bersih di lantai 2

Minus
- kasihan ini staff cuma sendirian merangkap kasir dan barista","538|||Kopken Buah Batu: keunggulan: staf ramah, AC sejuk, ada wifi, toilet bersih di lantai 2. Kekurangan: staf sering bekerja sendirian merangkap kasir dan barista.",positive,Kopi Kenangan
Pelayanan online lama,Pelayanan online nya lama.,negative,Kopi Kenangan
"tempat nya cocok buat nyore, pelayanan dan rasanya juga okee konsisten","Tempatnya cocok, pelayanan dan rasa juga konsisten dan bagus.",positive,Kopi Kenangan
Mantap,1440|||Mantap.,positive,Kopi Kenangan
Enak mantap,1071|||Enak dan mantap.,positive,Kopi Kenangan
Nyaman enak cozy banget tempat nya nyaman,632|||Nyaman dan sangat enak; tempatnya cozy.,positive,Kopi Kenangan
"Tempat Favorit nongkrong, tmpt duduk diluar sediain colokan jg dong..... trims.",Tempat favorit untuk nongkrong; mohon sediakan juga colokan listrik di area outdoor. Terima kasih.,positive,Kopi Kenangan
"kopi nya enak lumayan, space parkirnya kecil","1242|||Kopinya cukup enak, meskipun ruang parkirnya kecil.",positive,Kopi Kenangan
"enakkkeunnnnn buat kerja or nugass
banyakin kopken modelan gini plissssss",627|||Sangat enak untuk bekerja atau mengerjakan tugas; mohon banyakkan model Kopi Kenangan seperti ini.,positive,Kopi Kenangan
"Tempatnya nyaman, cocok buat kongkow",Tempatnya nyaman dan cocok untuk berkumpul.,positive,Kopi Kenangan
"Beberapa kali kesini, gak pernah bosen. Kopinya enak, yang coklat juga. Fasilitas lengkap. Cocok buat ngerjain tugas, ataupun meeting.","1046|||Beberapa kali berkunjung, saya tidak pernah bosan; kopinya enak, termasuk varian cokelat. Fasilitas lengkap dan cocok untuk mengerjakan tugas atau meeting.",positive,Kopi Kenangan
Sy membeli via gofood tp bgt sampe rmh semua ga sesuai dgn yg tertera di aplikasi...di aplkiasi jumbo di ksh regular...di aplikasi minta ice di ksh hot...ga dibaca atw gmn ya...sy kecewa..ga mau beli lg kopi kenangan yg di cibaduyut,"1118|||Saya membeli via GoFood namun pesanan sampai tidak sesuai aplikasi: ukuran jumbo dikirim regular, request es dikirim panas. Sepertinya instruksi tidak dibaca; saya kecewa dan tidak akan membeli lagi di Kopi Kenangan Cibaduyut.",negative,Kopi Kenangan
Kopi sejuta Umat,1350|||Kopi sejuta umat.,positive,Kopi Kenangan
"D pelak sa jam. Gara"" ewh ttupna..mna ker rame"" na ..lain kali mun ewh pareman aplikasi na.. ngarudetkn",Beberapa kali saya mengalami kejadian tutup toko tiba-tiba; harap perbaiki agar aplikasi tidak membingungkan pelanggan.,negative,Kopi Kenangan
"Pelayanan oke tempat OKe, sayang tukang parkir nya nyolot bgt, dikasih 3rb. Tp msh minta tambah lagi pdhl bawa motor bkn mobil ( dgn nada yg tidak mengenakkan) tolong management kopken, tukang parkir nya diajarin attitude","657|||Pelayanan baik dan tempat oke, namun petugas parkir sangat arogan; diberi Rp3.000 masih meminta tambahan meskipun yang membawa motor, bukan mobil (dengan nada yang tidak menyenangkan). Mohon manajemen Kopi Kenangan mengajarkan sikap yang baik pada petugas parkir.",negative,Kopi Kenangan
Prosesnya  lama banget....sampai kesel  nungguin,"Prosesnya lama sekali, sampai kesal menunggu.",negative,Kopi Kenangan
